timestamp,device_id,position,channel,value,unit,event_type
2026-08-07T16:34:18.832173+00:00,Coil PSU 1,v1,v1,9.700000000000008,V,state
2026-08-07T16:34:19.083008+00:00,Coil PSU 1,v1,v1,9.600000000000009,V,state
2026-08-07T16:34:19.333886+00:00,Coil PSU 1,v1,v1,9.500000000000009,V,state
2026-08-07T16:34:19.587747+00:00,Coil PSU 1,v1,v1,9.40000000000001,V,state
2026-08-07T16:34:19.839024+00:00,Coil PSU 1,v1,v1,9.30000000000001,V,state
2026-08-07T16:34:20.090605+00:00,Coil PSU 1,v1,v1,9.20000000000001,V,state
2026-08-07T16:34:20.341893+00:00,Coil PSU 1,v1,v1,9.10000000000001,V,state
2026-08-07T16:34:20.594323+00:00,Coil PSU 1,v1,v1,9.00000000000001,V,state
2026-08-07T16:34:20.853446+00:00,Coil PSU 1,v1,v1,8.900000000000011,V,state
2026-08-07T16:34:21.111254+00:00,Coil PSU 1,v1,v1,8.800000000000011,V,state
2026-08-07T16:34:21.371422+00:00,Coil PSU 1,v1,v1,8.700000000000012,V,state
2026-08-07T16:34:21.622722+00:00,Coil PSU 1,v1,v1,8.600000000000012,V,state
2026-08-07T16:34:21.875885+00:00,Coil PSU 1,v1,v1,8.500000000000012,V,state
2026-08-07T16:34:22.126643+00:00,Coil PSU 1,v1,v1,8.400000000000013,V,state
2026-08-07T16:34:22.377153+00:00,Coil PSU 1,v1,v1,8.300000000000013,V,state
2026-08-07T16:34:22.628141+00:00,Coil PSU 1,v1,v1,8.200000000000014,V,state
2026-08-07T16:34:22.879283+00:00,Coil PSU 1,v1,v1,8.100000000000014,V,state
2026-08-07T16:34:23.130176+00:00,Coil PSU 1,v1,v1,8.000000000000014,V,state
2026-08-07T16:34:23.381165+00:00,Coil PSU 1,v1,v1,7.900000000000015,V,state
2026-08-07T16:34:23.632157+00:00,Coil PSU 1,v1,v1,7.800000000000015,V,state
2026-08-07T16:34:23.882866+00:00,Coil PSU 1,v1,v1,7.700000000000015,V,state
2026-08-07T16:34:24.134024+00:00,Coil PSU 1,v1,v1,7.600000000000016,V,state
2026-08-07T16:34:24.384894+00:00,Coil PSU 1,v1,v1,7.500000000000016,V,state
2026-08-07T16:34:24.635999+00:00,Coil PSU 1,v1,v1,7.400000000000016,V,state
2026-08-07T16:34:24.887095+00:00,Coil PSU 1,v1,v1,7.300000000000017,V,state
2026-08-07T16:34:25.138079+00:00,Coil PSU 1,v1,v1,7.200000000000017,V,state
2026-08-07T16:34:25.389049+00:00,Coil PSU 1,v1,v1,7.100000000000017,V,state
2026-08-07T16:34:25.640135+00:00,Coil PSU 1,v1,v1,7.000000000000018,V,state
2026-08-07T16:34:25.891294+00:00,Coil PSU 1,v1,v1,6.900000000000018,V,state
2026-08-07T16:34:26.142738+00:00,Coil PSU 1,v1,v1,6.8000000000000185,V,state
2026-08-07T16:34:26.395459+00:00,Coil PSU 1,v1,v1,6.700000000000019,V,state
2026-08-07T16:34:26.646288+00:00,Coil PSU 1,v1,v1,6.600000000000019,V,state
2026-08-07T16:34:26.896798+00:00,Coil PSU 1,v1,v1,6.5000000000000195,V,state
2026-08-07T16:34:27.147968+00:00,Coil PSU 1,v1,v1,6.40000000000002,V,state
2026-08-07T16:34:27.398921+00:00,Coil PSU 1,v1,v1,6.30000000000002,V,state
2026-08-07T16:34:27.651636+00:00,Coil PSU 1,v1,v1,6.200000000000021,V,state
2026-08-07T16:34:27.902810+00:00,Coil PSU 1,v1,v1,6.100000000000021,V,state
2026-08-07T16:34:28.153906+00:00,Coil PSU 1,v1,v1,6.000000000000021,V,state
2026-08-07T16:34:28.404790+00:00,Coil PSU 1,v1,v1,5.900000000000022,V,state
2026-08-07T16:34:28.655872+00:00,Coil PSU 1,v1,v1,5.800000000000022,V,state
2026-08-07T16:34:28.907336+00:00,Coil PSU 1,v1,v1,5.700000000000022,V,state
2026-08-07T16:34:29.158807+00:00,Coil PSU 1,v1,v1,5.600000000000023,V,state
2026-08-07T16:34:29.409429+00:00,Coil PSU 1,v1,v1,5.500000000000023,V,state
2026-08-07T16:34:29.660371+00:00,Coil PSU 1,v1,v1,5.4000000000000234,V,state
2026-08-07T16:34:29.911381+00:00,Coil PSU 1,v1,v1,5.300000000000024,V,state
2026-08-07T16:34:30.162526+00:00,Coil PSU 1,v1,v1,5.200000000000024,V,state
2026-08-07T16:34:30.413892+00:00,Coil PSU 1,v1,v1,5.1000000000000245,V,state
2026-08-07T16:34:30.665399+00:00,Coil PSU 1,v1,v1,5.000000000000025,V,state
2026-08-07T16:34:30.916277+00:00,Coil PSU 1,v1,v1,4.900000000000025,V,state
2026-08-07T16:34:31.167379+00:00,Coil PSU 1,v1,v1,4.800000000000026,V,state
2026-08-07T16:34:31.418095+00:00,Coil PSU 1,v1,v1,4.700000000000026,V,state
2026-08-07T16:34:31.669087+00:00,Coil PSU 1,v1,v1,4.600000000000026,V,state
2026-08-07T16:34:31.919728+00:00,Coil PSU 1,v1,v1,4.500000000000027,V,state
2026-08-07T16:34:32.170687+00:00,Coil PSU 1,v1,v1,4.400000000000027,V,state
2026-08-07T16:34:32.421537+00:00,Coil PSU 1,v1,v1,4.300000000000027,V,state
2026-08-07T16:34:32.672721+00:00,Coil PSU 1,v1,v1,4.200000000000028,V,state
2026-08-07T16:34:32.923915+00:00,Coil PSU 1,v1,v1,4.100000000000028,V,state
2026-08-07T16:34:33.175367+00:00,Coil PSU 1,v1,v1,4.000000000000028,V,state
2026-08-07T16:34:33.425963+00:00,Coil PSU 1,v1,v1,3.9000000000000283,V,state
2026-08-07T16:34:33.677153+00:00,Coil PSU 1,v1,v1,3.8000000000000282,V,state
2026-08-07T16:34:33.928477+00:00,Coil PSU 1,v1,v1,3.700000000000028,V,state
2026-08-07T16:34:34.179500+00:00,Coil PSU 1,v1,v1,3.600000000000028,V,state
2026-08-07T16:34:34.430762+00:00,Coil PSU 1,v1,v1,3.500000000000028,V,state
2026-08-07T16:34:34.681548+00:00,Coil PSU 1,v1,v1,3.400000000000028,V,state
2026-08-07T16:34:34.932675+00:00,Coil PSU 1,v1,v1,3.300000000000028,V,state
2026-08-07T16:34:35.183603+00:00,Coil PSU 1,v1,v1,3.2000000000000277,V,state
2026-08-07T16:34:35.434600+00:00,Coil PSU 1,v1,v1,3.1000000000000276,V,state
2026-08-07T16:34:35.686092+00:00,Coil PSU 1,v1,v1,3.0000000000000275,V,state
2026-08-07T16:34:35.937176+00:00,Coil PSU 1,v1,v1,2.9000000000000274,V,state
2026-08-07T16:34:36.188281+00:00,Coil PSU 1,v1,v1,2.8000000000000274,V,state
2026-08-07T16:34:36.439250+00:00,Coil PSU 1,v1,v1,2.7000000000000273,V,state
2026-08-07T16:34:36.692142+00:00,Coil PSU 1,v1,v1,2.600000000000027,V,state
2026-08-07T16:34:36.943369+00:00,Coil PSU 1,v1,v1,2.500000000000027,V,state
2026-08-07T16:34:37.194553+00:00,Coil PSU 1,v1,v1,2.400000000000027,V,state
2026-08-07T16:34:37.446066+00:00,Coil PSU 1,v1,v1,2.300000000000027,V,state
2026-08-07T16:34:37.697071+00:00,Coil PSU 1,v1,v1,2.200000000000027,V,state
2026-08-07T16:34:37.947901+00:00,Coil PSU 1,v1,v1,2.1000000000000267,V,state
2026-08-07T16:34:38.198599+00:00,Coil PSU 1,v1,v1,2.0000000000000266,V,state
2026-08-07T16:34:38.449612+00:00,Coil PSU 1,v1,v1,1.9000000000000266,V,state
2026-08-07T16:34:38.700317+00:00,Coil PSU 1,v1,v1,1.8000000000000265,V,state
2026-08-07T16:34:38.951512+00:00,Coil PSU 1,v1,v1,1.7000000000000264,V,state
2026-08-07T16:34:39.202840+00:00,Coil PSU 1,v1,v1,1.6000000000000263,V,state
2026-08-07T16:34:39.454023+00:00,Coil PSU 1,v1,v1,1.5000000000000262,V,state
2026-08-07T16:34:39.705520+00:00,Coil PSU 1,v1,v1,1.4000000000000261,V,state
2026-08-07T16:34:39.956988+00:00,Coil PSU 1,v1,v1,1.300000000000026,V,state
2026-08-07T16:34:40.208379+00:00,Coil PSU 1,v1,v1,1.200000000000026,V,state
2026-08-07T16:34:40.461242+00:00,Coil PSU 1,v1,v1,1.1000000000000258,V,state
2026-08-07T16:34:40.712101+00:00,Coil PSU 1,v1,v1,1.0000000000000258,V,state
2026-08-07T16:34:40.963061+00:00,Coil PSU 1,v1,v1,0.9000000000000258,V,state
2026-08-07T16:34:41.213885+00:00,Coil PSU 1,v1,v1,0.8000000000000258,V,state
2026-08-07T16:34:41.464837+00:00,Coil PSU 1,v1,v1,0.7000000000000258,V,state
2026-08-07T16:34:41.715430+00:00,Coil PSU 1,v1,v1,0.6000000000000258,V,state
2026-08-07T16:34:41.966688+00:00,Coil PSU 1,v1,v1,0.5000000000000259,V,state
2026-08-07T16:34:42.218446+00:00,Coil PSU 1,v1,v1,0.4000000000000259,V,state
2026-08-07T16:34:42.474905+00:00,Coil PSU 1,v1,v1,0.3000000000000259,V,state
2026-08-07T16:34:42.725915+00:00,Coil PSU 1,v1,v1,0.2000000000000259,V,state
2026-08-07T16:34:42.977121+00:00,Coil PSU 1,v1,v1,0.1000000000000259,V,state
2026-08-07T16:34:43.228652+00:00,Coil PSU 1,v1,v1,2.5895952049381776e-14,V,state
2026-08-07T16:34:43.230419+00:00,DUT set 1,,,False,,state
2026-08-07T16:34:43.232024+00:00,DUT set 2,,,False,,state
2026-08-07T16:34:43.232549+00:00,Support Relays PSU,output1,output1,False,,state
2026-08-07T16:34:43.232955+00:00,Coil PSU 1,output1,output1,False,,state
2026-08-07T16:34:43.233363+00:00,Coil PSU 2,output1,output1,False,,state
