timestamp,device_id,position,channel,value,unit,event_type
2026-08-07T16:18:55.145652+00:00,Support Relays PSU,output1,output1,False,,state
2026-08-07T16:18:55.147119+00:00,Coil PSU 1,output1,output1,False,,state
2026-08-07T16:18:55.147497+00:00,Coil PSU 2,output1,output1,False,,state
2026-08-07T16:18:55.148226+00:00,Support Relays PSU,v1,v1,12.0,V,state
2026-08-07T16:18:55.148896+00:00,Coil PSU 1,v1,v1,12.0,V,state
2026-08-07T16:18:55.149622+00:00,Coil PSU 2,v1,v1,12.0,V,state
2026-08-07T16:18:55.150053+00:00,Support Relays PSU,output1,output1,True,,state
2026-08-07T16:18:55.151042+00:00,Coil PSU 1,output1,output1,True,,state
2026-08-07T16:18:55.151374+00:00,Coil PSU 2,output1,output1,True,,state
2026-08-07T16:19:00.153156+00:00,DUT set 1,relay1,relay1,True,,state
2026-08-07T16:19:05.155125+00:00,DUT set 2,relay6,relay6,True,,state
2026-08-07T16:19:10.156291+00:00,Coil PSU 2,output1,output1,False,,state
2026-08-07T16:19:10.157517+00:00,Coil PSU 1,v1,v1,12.0,V,state
2026-08-07T16:19:10.408154+00:00,Coil PSU 1,v1,v1,11.9,V,state
2026-08-07T16:19:10.658807+00:00,Coil PSU 1,v1,v1,11.8,V,state
2026-08-07T16:19:10.909470+00:00,Coil PSU 1,v1,v1,11.700000000000001,V,state
2026-08-07T16:19:11.160514+00:00,Coil PSU 1,v1,v1,11.600000000000001,V,state
2026-08-07T16:19:11.411201+00:00,Coil PSU 1,v1,v1,11.500000000000002,V,state
2026-08-07T16:19:11.662000+00:00,Coil PSU 1,v1,v1,11.400000000000002,V,state
2026-08-07T16:19:11.913032+00:00,Coil PSU 1,v1,v1,11.300000000000002,V,state
2026-08-07T16:19:12.163923+00:00,Coil PSU 1,v1,v1,11.200000000000003,V,state
2026-08-07T16:19:12.414927+00:00,Coil PSU 1,v1,v1,11.100000000000003,V,state
2026-08-07T16:19:12.665804+00:00,Coil PSU 1,v1,v1,11.000000000000004,V,state
2026-08-07T16:19:12.916922+00:00,Coil PSU 1,v1,v1,10.900000000000004,V,state
