timestamp,device_id,position,channel,value,unit,event_type
2026-08-07T16:19:13.167759+00:00,Coil PSU 1,v1,v1,10.800000000000004,V,state
2026-08-07T16:19:13.419083+00:00,Coil PSU 1,v1,v1,10.700000000000005,V,state
2026-08-07T16:19:13.670184+00:00,Coil PSU 1,v1,v1,10.600000000000005,V,state
2026-08-07T16:19:13.921187+00:00,Coil PSU 1,v1,v1,10.500000000000005,V,state
2026-08-07T16:19:14.172415+00:00,Coil PSU 1,v1,v1,10.400000000000006,V,state
2026-08-07T16:19:14.423686+00:00,Coil PSU 1,v1,v1,10.300000000000006,V,state
2026-08-07T16:19:14.675547+00:00,Coil PSU 1,v1,v1,10.200000000000006,V,state
2026-08-07T16:19:14.926474+00:00,Coil PSU 1,v1,v1,10.100000000000007,V,state
2026-08-07T16:19:15.177440+00:00,Coil PSU 1,v1,v1,10.000000000000007,V,state
2026-08-07T16:19:15.428701+00:00,Coil PSU 1,v1,v1,9.900000000000007,V,state
2026-08-07T16:19:15.680029+00:00,Coil PSU 1,v1,v1,9.800000000000008,V,state
2026-08-07T16:19:15.931106+00:00,Coil PSU 1,v1,v1,9.700000000000008,V,state
2026-08-07T16:19:16.183091+00:00,Coil PSU 1,v1,v1,9.600000000000009,V,state
2026-08-07T16:19:16.433846+00:00,Coil PSU 1,v1,v1,9.500000000000009,V,state
2026-08-07T16:19:16.685184+00:00,Coil PSU 1,v1,v1,9.40000000000001,V,state
2026-08-07T16:19:16.936399+00:00,Coil PSU 1,v1,v1,9.30000000000001,V,state
2026-08-07T16:19:17.187340+00:00,Coil PSU 1,v1,v1,9.20000000000001,V,state
2026-08-07T16:19:17.438112+00:00,Coil PSU 1,v1,v1,9.10000000000001,V,state
2026-08-07T16:19:17.689317+00:00,Coil PSU 1,v1,v1,9.00000000000001,V,state
2026-08-07T16:19:17.940081+00:00,Coil PSU 1,v1,v1,8.900000000000011,V,state
2026-08-07T16:19:18.191092+00:00,Coil PSU 1,v1,v1,8.800000000000011,V,state
2026-08-07T16:19:18.442452+00:00,Coil PSU 1,v1,v1,8.700000000000012,V,state
2026-08-07T16:19:18.693820+00:00,Coil PSU 1,v1,v1,8.600000000000012,V,state
2026-08-07T16:19:18.950106+00:00,Coil PSU 1,v1,v1,8.500000000000012,V,state
2026-08-07T16:19:19.216527+00:00,Coil PSU 1,v1,v1,8.400000000000013,V,state
2026-08-07T16:19:19.470368+00:00,Coil PSU 1,v1,v1,8.300000000000013,V,state
2026-08-07T16:19:19.721415+00:00,Coil PSU 1,v1,v1,8.200000000000014,V,state
2026-08-07T16:19:20.023335+00:00,Coil PSU 1,v1,v1,8.100000000000014,V,state
2026-08-07T16:19:20.281032+00:00,Coil PSU 1,v1,v1,8.000000000000014,V,state
2026-08-07T16:19:20.532406+00:00,Coil PSU 1,v1,v1,7.900000000000015,V,state
2026-08-07T16:19:20.798955+00:00,Coil PSU 1,v1,v1,7.800000000000015,V,state
2026-08-07T16:19:21.050673+00:00,Coil PSU 1,v1,v1,7.700000000000015,V,state
2026-08-07T16:19:21.306431+00:00,Coil PSU 1,v1,v1,7.600000000000016,V,state
2026-08-07T16:19:21.557440+00:00,Coil PSU 1,v1,v1,7.500000000000016,V,state
2026-08-07T16:19:21.816632+00:00,Coil PSU 1,v1,v1,7.400000000000016,V,state
2026-08-07T16:19:22.067842+00:00,Coil PSU 1,v1,v1,7.300000000000017,V,state
2026-08-07T16:19:22.318771+00:00,Coil PSU 1,v1,v1,7.200000000000017,V,state
2026-08-07T16:19:22.569379+00:00,Coil PSU 1,v1,v1,7.100000000000017,V,state
2026-08-07T16:19:22.820146+00:00,Coil PSU 1,v1,v1,7.000000000000018,V,state
2026-08-07T16:19:23.071899+00:00,Coil PSU 1,v1,v1,6.900000000000018,V,state
2026-08-07T16:19:23.323096+00:00,Coil PSU 1,v1,v1,6.8000000000000185,V,state
2026-08-07T16:19:23.574135+00:00,Coil PSU 1,v1,v1,6.700000000000019,V,state
2026-08-07T16:19:23.825288+00:00,Coil PSU 1,v1,v1,6.600000000000019,V,state
2026-08-07T16:19:24.076964+00:00,Coil PSU 1,v1,v1,6.5000000000000195,V,state
2026-08-07T16:19:24.328124+00:00,Coil PSU 1,v1,v1,6.40000000000002,V,state
2026-08-07T16:19:24.579083+00:00,Coil PSU 1,v1,v1,6.30000000000002,V,state
2026-08-07T16:19:24.830509+00:00,Coil PSU 1,v1,v1,6.200000000000021,V,state
2026-08-07T16:19:25.081453+00:00,Coil PSU 1,v1,v1,6.100000000000021,V,state
2026-08-07T16:19:25.332356+00:00,Coil PSU 1,v1,v1,6.000000000000021,V,state
2026-08-07T16:19:25.583122+00:00,Coil PSU 1,v1,v1,5.900000000000022,V,state
2026-08-07T16:19:25.833873+00:00,Coil PSU 1,v1,v1,5.800000000000022,V,state
2026-08-07T16:19:26.084937+00:00,Coil PSU 1,v1,v1,5.700000000000022,V,state
2026-08-07T16:19:26.335874+00:00,Coil PSU 1,v1,v1,5.600000000000023,V,state
2026-08-07T16:19:26.587711+00:00,Coil PSU 1,v1,v1,5.500000000000023,V,state
2026-08-07T16:19:26.839317+00:00,Coil PSU 1,v1,v1,5.4000000000000234,V,state
2026-08-07T16:19:27.090641+00:00,Coil PSU 1,v1,v1,5.300000000000024,V,state
2026-08-07T16:19:27.341439+00:00,Coil PSU 1,v1,v1,5.200000000000024,V,state
2026-08-07T16:19:27.592037+00:00,Coil PSU 1,v1,v1,5.1000000000000245,V,state
2026-08-07T16:19:27.843144+00:00,Coil PSU 1,v1,v1,5.000000000000025,V,state
2026-08-07T16:19:28.094229+00:00,Coil PSU 1,v1,v1,4.900000000000025,V,state
2026-08-07T16:19:28.345170+00:00,Coil PSU 1,v1,v1,4.800000000000026,V,state
2026-08-07T16:19:28.596304+00:00,Coil PSU 1,v1,v1,4.700000000000026,V,state
2026-08-07T16:19:28.847515+00:00,Coil PSU 1,v1,v1,4.600000000000026,V,state
2026-08-07T16:19:29.099130+00:00,Coil PSU 1,v1,v1,4.500000000000027,V,state
2026-08-07T16:19:29.350161+00:00,Coil PSU 1,v1,v1,4.400000000000027,V,state
2026-08-07T16:19:29.601399+00:00,Coil PSU 1,v1,v1,4.300000000000027,V,state
2026-08-07T16:19:29.852644+00:00,Coil PSU 1,v1,v1,4.200000000000028,V,state
2026-08-07T16:19:30.103388+00:00,Coil PSU 1,v1,v1,4.100000000000028,V,state
2026-08-07T16:19:30.354227+00:00,Coil PSU 1,v1,v1,4.000000000000028,V,state
2026-08-07T16:19:30.605275+00:00,Coil PSU 1,v1,v1,3.9000000000000283,V,state
2026-08-07T16:19:30.856530+00:00,Coil PSU 1,v1,v1,3.8000000000000282,V,state
2026-08-07T16:19:31.107585+00:00,Coil PSU 1,v1,v1,3.700000000000028,V,state
2026-08-07T16:19:31.358980+00:00,Coil PSU 1,v1,v1,3.600000000000028,V,state
2026-08-07T16:19:31.610074+00:00,Coil PSU 1,v1,v1,3.500000000000028,V,state
2026-08-07T16:19:31.860780+00:00,Coil PSU 1,v1,v1,3.400000000000028,V,state
2026-08-07T16:19:32.111823+00:00,Coil PSU 1,v1,v1,3.300000000000028,V,state
2026-08-07T16:19:32.362608+00:00,Coil PSU 1,v1,v1,3.2000000000000277,V,state
2026-08-07T16:19:32.613512+00:00,Coil PSU 1,v1,v1,3.1000000000000276,V,state
2026-08-07T16:19:32.864722+00:00,Coil PSU 1,v1,v1,3.0000000000000275,V,state
2026-08-07T16:19:33.115778+00:00,Coil PSU 1,v1,v1,2.9000000000000274,V,state
2026-08-07T16:19:33.366779+00:00,Coil PSU 1,v1,v1,2.8000000000000274,V,state
2026-08-07T16:19:33.617733+00:00,Coil PSU 1,v1,v1,2.7000000000000273,V,state
2026-08-07T16:19:33.868829+00:00,Coil PSU 1,v1,v1,2.600000000000027,V,state
2026-08-07T16:19:34.119884+00:00,Coil PSU 1,v1,v1,2.500000000000027,V,state
2026-08-07T16:19:34.370992+00:00,Coil PSU 1,v1,v1,2.400000000000027,V,state
2026-08-07T16:19:34.621839+00:00,Coil PSU 1,v1,v1,2.300000000000027,V,state
2026-08-07T16:19:34.874449+00:00,Coil PSU 1,v1,v1,2.200000000000027,V,state
2026-08-07T16:19:35.125685+00:00,Coil PSU 1,v1,v1,2.1000000000000267,V,state
2026-08-07T16:19:35.376773+00:00,Coil PSU 1,v1,v1,2.0000000000000266,V,state
2026-08-07T16:19:35.627755+00:00,Coil PSU 1,v1,v1,1.9000000000000266,V,state
2026-08-07T16:19:35.878692+00:00,Coil PSU 1,v1,v1,1.8000000000000265,V,state
2026-08-07T16:19:36.129961+00:00,Coil PSU 1,v1,v1,1.7000000000000264,V,state
2026-08-07T16:19:36.381118+00:00,Coil PSU 1,v1,v1,1.6000000000000263,V,state
2026-08-07T16:19:36.632563+00:00,Coil PSU 1,v1,v1,1.5000000000000262,V,state
2026-08-07T16:19:36.884049+00:00,Coil PSU 1,v1,v1,1.4000000000000261,V,state
2026-08-07T16:19:37.135033+00:00,Coil PSU 1,v1,v1,1.300000000000026,V,state
2026-08-07T16:19:37.386444+00:00,Coil PSU 1,v1,v1,1.200000000000026,V,state
2026-08-07T16:19:37.637921+00:00,Coil PSU 1,v1,v1,1.1000000000000258,V,state
2026-08-07T16:19:37.888832+00:00,Coil PSU 1,v1,v1,1.0000000000000258,V,state
2026-08-07T16:19:38.140078+00:00,Coil PSU 1,v1,v1,0.9000000000000258,V,state
2026-08-07T16:19:38.390953+00:00,Coil PSU 1,v1,v1,0.8000000000000258,V,state
2026-08-07T16:19:38.641964+00:00,Coil PSU 1,v1,v1,0.7000000000000258,V,state
2026-08-07T16:19:38.893338+00:00,Coil PSU 1,v1,v1,0.6000000000000258,V,state
2026-08-07T16:19:39.144509+00:00,Coil PSU 1,v1,v1,0.5000000000000259,V,state
2026-08-07T16:19:39.395420+00:00,Coil PSU 1,v1,v1,0.4000000000000259,V,state
2026-08-07T16:19:39.646601+00:00,Coil PSU 1,v1,v1,0.3000000000000259,V,state
2026-08-07T16:19:39.897818+00:00,Coil PSU 1,v1,v1,0.2000000000000259,V,state
2026-08-07T16:19:40.149080+00:00,Coil PSU 1,v1,v1,0.1000000000000259,V,state
2026-08-07T16:19:40.399837+00:00,Coil PSU 1,v1,v1,2.5895952049381776e-14,V,state
2026-08-07T16:19:40.401406+00:00,DUT set 1,,,False,,state
2026-08-07T16:19:40.402750+00:00,DUT set 2,,,False,,state
2026-08-07T16:19:40.403092+00:00,Support Relays PSU,output1,output1,False,,state
2026-08-07T16:19:40.403575+00:00,Coil PSU 1,output1,output1,False,,state
2026-08-07T16:19:40.403864+00:00,Coil PSU 2,output1,output1,False,,state
