timestamp,key,value
2026-08-07T13:59:46.692710+00:00,run_id,20260807_135946_449134
2026-08-07T13:59:46.692892+00:00,run_start_utc,2026-08-07T13:59:46.450985+00:00
2026-08-07T13:59:46.693006+00:00,hostname,L22937
2026-08-07T13:59:46.693106+00:00,logged_in_user,philip.mcgaw
2026-08-07T13:59:46.693204+00:00,operating_system,Windows
2026-08-07T13:59:46.693298+00:00,os_release,11
2026-08-07T13:59:46.693391+00:00,os_version,10.0.26100
2026-08-07T13:59:46.693483+00:00,os_build,10.0.26100
2026-08-07T13:59:46.693573+00:00,os_machine,AMD64
2026-08-07T13:59:46.693662+00:00,os_platform_string,Windows-11-10.0.26100-SP0
2026-08-07T13:59:46.695166+00:00,python_version,3.13.13
2026-08-07T13:59:46.775481+00:00,instrument.LAB-DCH 30-665 PSU 1.manufacturer,LAB-DCH
2026-08-07T13:59:46.775577+00:00,instrument.LAB-DCH 30-665 PSU 1.model,LAB-DCH30-665
2026-08-07T13:59:46.775602+00:00,instrument.LAB-DCH 30-665 PSU 1.serial,16.06.1042
2026-08-07T13:59:46.775620+00:00,instrument.LAB-DCH 30-665 PSU 1.firmware,14.01.2016 V109-HP
2026-08-07T13:59:46.775639+00:00,instrument.LAB-DCH 30-665 PSU 1.idn,LAB-DCH30-665 S.No.: 16.06.1042
2026-08-07T13:59:46.775657+00:00,instrument.LAB-DCH 30-665 PSU 1.transport,RS232
2026-08-07T13:59:46.775675+00:00,instrument.LAB-DCH 30-665 PSU 1.connection,"9600 8-N-1, null modem"
2026-08-07T13:59:46.775692+00:00,instrument.LAB-DCH 30-665 PSU 1.driver,labdch_30_665
2026-08-07T13:59:46.777237+00:00,tiab.version,0.1.0-alpha
2026-08-07T13:59:46.777290+00:00,tiab.update_channel,unmanaged
2026-08-07T13:59:46.777313+00:00,tiab.update_ref,unknown
2026-08-07T13:59:46.777371+00:00,tiab.commit,unknown
2026-08-07T13:59:46.777393+00:00,tiab.archive_sha256,unknown
2026-08-07T13:59:46.777410+00:00,tiab.updater_version,2.2
2026-08-07T13:59:46.777428+00:00,configuration.sha256,baa14f24505bf08b19a98c57ae6e13268d9d539dc2fc9d8780caf23e228c2dc9
2026-08-07T13:59:46.777449+00:00,dut_mapping.sha256,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a
2026-08-07T13:59:46.777468+00:00,procedure.sha256,99e5e10c74291336d035280b64766a235e012160393f2a7392228ec7d2843746
2026-08-07T13:59:48.850577+00:00,run_finish_utc,2026-08-07T13:59:48.850571+00:00
2026-08-07T13:59:48.850621+00:00,run_status,stopped
